,examine,id,members,lowalch,limit,value,highalch,icon,name
2226,This keg contains 4 pints of Moonlight Mead.,5817,True,1.0,2000.0,1,1.0,Moonlight mead(4).png,Moonlight mead(4)
2227,This looks a good deal stronger than normal Moonlight Mead.,5749,True,2.0,2000.0,5,3.0,Moonlight mead(m).png,Moonlight mead(m)
2228,This keg contains 4 pints of mature Moonlight Mead.,5897,True,1.0,2000.0,1,1.0,Moonlight mead(m4).png,Moonlight mead(m4)
2229,A vicious javelin.,22636,True,1600.0,100.0,4000,2400.0,Morrigan's javelin.png,Morrigan's javelin
2230,A vicious throwing axe.,22634,True,1600.0,100.0,4000,2400.0,Morrigan's throwing axe.png,Morrigan's throwing axe
2231,A mushroom from the swamps of Mort Myre.,2970,True,1.0,13000.0,1,1.0,Mort myre fungus.png,Mort myre fungus
2232,A pear picked from a dying bush in Mort Myre.,2974,True,1.0,13000.0,1,1.0,Mort myre pear.png,Mort myre pear
2233,A cutting from a budding branch.,2972,True,1.0,13000.0,1,1.0,Mort myre stem.png,Mort myre stem
2234,Teleports you to Mort'ton.,12406,True,4.0,10000.0,10,6.0,Mort'ton teleport.png,Mort'ton teleport
2235,Teleports you to Mos Le'Harmless.,12411,True,4.0,10000.0,10,6.0,Mos le'harmless teleport.png,Mos le'harmless teleport
2236,A very spotty eel.,22832,True,1.0,13000.0,3,1.0,Mottled eel.png,Mottled eel
2237,It's a slightly magical stick.,6562,True,6800.0,8.0,17000,10200.0,Mud battlestaff.png,Mud battlestaff
2238,All the good of the earth.,7170,True,21.0,11000.0,54,32.0,Mud pie.png,Mud pie
2239,A combined Earth and Water Rune.,4698,True,8.0,12000.0,20,12.0,Mud rune.png,Mud rune
2240,It looks like the key to a chest.,991,False,32.0,11000.0,80,48.0,Muddy key.png,Muddy key
2241,A mummy's body.,20083,True,1.0,4.0,1,1.0,Mummy's body.png,Mummy's body
2242,A mummy's feet.,20092,True,1.0,4.0,1,1.0,Mummy's feet.png,Mummy's feet
2243,A mummy's hands.,20086,True,1.0,4.0,1,1.0,Mummy's hands.png,Mummy's hands
2244,A mummy's head.,20080,True,1.0,4.0,1,1.0,Mummy's head.png,Mummy's head
2245,A mummy's legs.,20089,True,1.0,4.0,1,1.0,Mummy's legs.png,Mummy's legs
2246,A Bittercap Mushroom,6004,True,15.0,11000.0,38,22.0,Mushroom.png,Mushroom
2247,A bowl of fried mushroom and onions.,7066,True,18.0,13000.0,45,27.0,Mushroom & onion.png,Mushroom & onion
2248,Mmm mushroom pie.,21690,True,12.0,10000.0,30,18.0,Mushroom pie.png,Mushroom pie
2249,A baked potato with mushroom and onions.,7058,True,18.0,13000.0,45,27.0,Mushroom potato.png,Mushroom potato
2250,A Bittercap mushroom spore - plant in a mushroom patch.,5282,True,34.0,200.0,86,51.0,Mushroom spore 5.png,Mushroom spore
2251,Engarde!,12351,True,1400.0,4.0,3500,2100.0,Musketeer hat.png,Musketeer hat
2252,One for all!,12443,True,748.0,4.0,1870,1122.0,Musketeer pants.png,Musketeer pants
2253,All for one!,12441,True,752.0,4.0,1880,1128.0,Musketeer tabard.png,Musketeer tabard
2254,A swamp coloured pointed snail shell helmet.,3337,True,120.0,150.0,300,180.0,Myre snelm (pointed).png,Myre snelm (pointed)
2255,A marshy coloured snail shell helmet.,3327,True,120.0,150.0,300,180.0,Myre snelm (round).png,Myre snelm (round)
2256,It's a slightly magical stick.,1405,True,17000.0,18000.0,42500,25500.0,Mystic air staff.png,Mystic air staff
2257,Magical boots.,4097,True,4000.0,125.0,10000,6000.0,Mystic boots.png,Mystic boots
2258,Dark magical boots.,4107,True,4000.0,70.0,10000,6000.0,Mystic boots (dark).png,Mystic boots (dark)
2259,Dusky magical boots.,23059,True,4000.0,70.0,10000,6000.0,Mystic boots (dusk).png,Mystic boots (dusk)
2260,Bright magical boots.,4117,True,4000.0,70.0,10000,6000.0,Mystic boots (light).png,Mystic boots (light)
2261,It's a slightly more magical stick.,20739,True,17000.0,8.0,42500,25500.0,Mystic dust staff.png,Mystic dust staff
2262,It's a slightly magical stick.,1407,True,17000.0,18000.0,42500,25500.0,Mystic earth staff.png,Mystic earth staff
2263,It's a slightly magical stick.,1401,True,17000.0,18000.0,42500,25500.0,Mystic fire staff.png,Mystic fire staff
2264,Magical gloves.,4095,True,4000.0,125.0,10000,6000.0,Mystic gloves.png,Mystic gloves
2265,Dark magical gloves.,4105,True,4000.0,70.0,10000,6000.0,Mystic gloves (dark).png,Mystic gloves (dark)
2266,Dusky magical gloves.,23056,True,4000.0,70.0,10000,6000.0,Mystic gloves (dusk).png,Mystic gloves (dusk)
2267,Bright magical gloves.,4115,True,4000.0,70.0,10000,6000.0,Mystic gloves (light).png,Mystic gloves (light)
2268,A magical hat.,4089,True,6000.0,125.0,15000,9000.0,Mystic hat.png,Mystic hat
2269,A dark magical hat.,4099,True,6000.0,70.0,15000,9000.0,Mystic hat (dark).png,Mystic hat (dark)
2270,A dusky magical hat.,23047,True,6000.0,70.0,15000,9000.0,Mystic hat (dusk).png,Mystic hat (dusk)
2271,A bright magical hat.,4109,True,6000.0,70.0,15000,9000.0,Mystic hat (light).png,Mystic hat (light)
2272,It's a slightly magical stick.,3054,True,18000.0,8.0,45000,27000.0,Mystic lava staff.png,Mystic lava staff
2273,It's a slightly more magical stick.,20733,True,17000.0,8.0,42500,25500.0,Mystic mist staff.png,Mystic mist staff
2274,It's a slightly magical stick.,6563,True,18000.0,8.0,45000,27000.0,Mystic mud staff.png,Mystic mud staff
2275,The lower half of a magical robe.,4093,True,32000.0,125.0,80000,48000.0,Mystic robe bottom.png,Mystic robe bottom
2276,The lower half of a dark magical robe.,4103,True,32000.0,70.0,80000,48000.0,Mystic robe bottom (dark).png,Mystic robe bottom (dark)
2277,The lower half of a dusky magical robe.,23053,True,32000.0,70.0,80000,48000.0,Mystic robe bottom (dusk).png,Mystic robe bottom (dusk)
2278,The lower half of a bright magical robe.,4113,True,32000.0,70.0,80000,48000.0,Mystic robe bottom (light).png,Mystic robe bottom (light)
2279,The upper half of a magical robe.,4091,True,48000.0,125.0,120000,72000.0,Mystic robe top.png,Mystic robe top
2280,The upper half of a dark magical robe.,4101,True,48000.0,70.0,120000,72000.0,Mystic robe top (dark).png,Mystic robe top (dark)
2281,The upper half of a dusky magical robe.,23050,True,48000.0,70.0,120000,72000.0,Mystic robe top (dusk).png,Mystic robe top (dusk)
2282,The upper half of a bright magical robe.,4111,True,48000.0,70.0,120000,72000.0,Mystic robe top (light).png,Mystic robe top (light)
2283,"A set containing blue mystic hat, robe top and bottom, gloves and boots.",23113,True,94000.0,70.0,235000,141000.0,Mystic set (blue).png,Mystic set (blue)
2284,"A set containing dark mystic hat, robe top and bottom, gloves and boots.",23116,True,94000.0,70.0,235000,141000.0,Mystic set (dark).png,Mystic set (dark)
2285,"A set containing dusk mystic hat, robe top and bottom, gloves and boots.",23119,True,94000.0,70.0,235000,141000.0,Mystic set (dusk).png,Mystic set (dusk)
2286,"A set containing light mystic hat, robe top and bottom, gloves and boots.",23110,True,94000.0,70.0,235000,141000.0,Mystic set (light).png,Mystic set (light)
2287,It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,12000,True,17000.0,8.0,42500,25500.0,Mystic smoke staff.png,Mystic smoke staff
2288,It's a slightly magical stick.,11789,True,18000.0,8.0,45000,27000.0,Mystic steam staff.png,Mystic steam staff
2289,It's a slightly magical stick.,1403,True,17000.0,18000.0,42500,25500.0,Mystic water staff.png,Mystic water staff
2290,The claws from a nail beast.,10937,True,120.0,11000.0,300,180.0,Nail beast nails.png,Nail beast nails
2291,Teleports you to Nardah.,12402,True,4.0,10000.0,10,6.0,Nardah teleport.png,Nardah teleport
2292,A nasturtium seed - plant in a flower patch.,5098,True,4.0,200.0,11,6.0,Nasturtium seed 5.png,Nasturtium seed
2293,A bunch of nasturtiums.,6012,True,1.0,600.0,4,2.0,Nasturtiums.png,Nasturtiums
2294,Nature impling in a jar.,11250,True,20.0,18000.0,50,30.0,Nature impling jar.png,Nature impling jar
2295,Used for alchemy spells.,561,False,72.0,12000.0,180,108.0,Nature rune.png,Nature rune
2296,A mysterious power emanates from the talisman...,1462,True,1.0,11000.0,4,2.0,Nature talisman.png,Nature talisman
2297,A tiara infused with the properties of nature.,5541,True,40.0,40.0,100,60.0,Nature tiara.png,Nature tiara
2298,All for one and one for all!,12325,True,80.0,4.0,200,120.0,Navy cavalier.png,Navy cavalier
2299,Used to make necklaces.,1597,False,2.0,40.0,5,3.0,Necklace mould.png,Necklace mould
2300,A deep sense of anguish burns within this powerful necklace.,19547,True,80800.0,8.0,202000,121200.0,Necklace of anguish.png,Necklace of anguish
2301,Can grant me prayer in an emergency.,21157,True,570.0,10000.0,1425,855.0,Necklace of faith.png,Necklace of faith
2302,This necklace can really take you places.,21146,True,510.0,10000.0,1275,765.0,Necklace of passage.png,Necklace of passage(5)
2303,Used with a thread to make clothes.,1733,False,1.0,40.0,1,1.0,Needle.png,Needle
2304,A wooden shield with a rope rim.,10826,True,200.0,70.0,500,300.0,Neitiznot shield.png,Neitiznot shield
2305,You can plant this in your garden.,8439,True,4000.0,10000.0,10000,6000.0,Nice hedge (bagged).png,Nice hedge (bagged)
2306,An ancient staff corrupted by darkness.,24422,True,1.0,8.0,1,1.0,Nightmare staff.png,Nightmare staff
2307,Dust from a crushed magical shard.,26368,True,200.0,,500,300.0,Nihil dust.png,Nihil dust
2308,The horn of a proud nihil.,26372,True,60000.0,,150000,90000.0,Nihil horn.png,Nihil horn
2309,An ancient magical shard.,26231,True,200.0,,500,300.0,Nihil shard.png,Nihil shard
2310,Ninja impling in a jar.,11254,True,20.0,18000.0,50,30.0,Ninja impling jar.png,Ninja impling jar
2311,A noose on a stick.,10150,True,1.0,40.0,4,2.0,Noose wand.png,Noose wand
2312,Protects me from any bad smells.,4168,True,80.0,70.0,200,120.0,Nose peg.png,Nose peg
2313,A form of currency on Fossil Island.,21555,True,4.0,30000.0,10,6.0,Numulite 5.png,Numulite
2314,"A pair of Nunchaku, smells of pizza.",19918,True,2400.0,8.0,6000,3600.0,Nunchaku.png,Nunchaku
2315,How does it all fit in there?,8504,True,4.0,500.0,10,6.0,Oak armchair (flatpack).png,Oak armchair (flatpack)
2316,How does it all fit in there?,9859,True,4.0,500.0,10,6.0,Oak armour case (flatpack).png,Oak armour case (flatpack)
2317,How does it all fit in there?,8578,True,4.0,500.0,10,6.0,Oak bed (flatpack).png,Oak bed (flatpack)
2318,How does it all fit in there?,8564,True,4.0,500.0,10,6.0,Oak bench (flatpack).png,Oak bench (flatpack)
2319,Feed and catch the birds by placing this in the right spot.,21515,True,2.0,250.0,5,3.0,Oak bird house.png,Oak bird house
2320,A defensive blackjack.,6410,True,160.0,125.0,400,240.0,Oak blackjack(d).png,Oak blackjack(d)
2321,An offensive blackjack.,6408,True,160.0,125.0,400,240.0,Oak blackjack(o).png,Oak blackjack(o)
2322,How does it all fit in there?,8512,True,4.0,500.0,10,6.0,Oak bookcase (flatpack).png,Oak bookcase (flatpack)
2323,How does it all fit in there?,9843,True,4.0,500.0,10,6.0,Oak cape rack (flatpack).png,Oak cape rack (flatpack)
2324,How does it all fit in there?,8502,True,4.0,500.0,10,6.0,Oak chair (flatpack).png,Oak chair (flatpack)
2325,How does it all fit in there?,8590,True,4.0,500.0,10,6.0,Oak clock (flatpack).png,Oak clock (flatpack)
2326,How does it all fit in there?,8550,True,4.0,500.0,10,6.0,Oak dining table (flatpack).png,Oak dining table (flatpack)
2327,How does it all fit in there?,8612,True,4.0,500.0,10,6.0,Oak drawers (flatpack).png,Oak drawers (flatpack)
2328,How does it all fit in there?,8600,True,4.0,500.0,10,6.0,Oak dresser (flatpack).png,Oak dresser (flatpack)
2329,Oak fancy dress box.,9865,True,4.0,500.0,10,6.0,Oak fancy dress box (flatpack).png,Oak fancy dress box (flatpack)
2330,How does it all fit in there?,8530,True,4.0,500.0,10,6.0,Oak kitchen table (flatpack).png,Oak kitchen table (flatpack)
2331,Logs cut from an oak tree.,1521,False,8.0,15000.0,20,12.0,Oak logs.png,Oak logs
2332,A nice sturdy bow made out of oak.,845,False,64.0,18000.0,160,96.0,Oak longbow.png,Oak longbow
2333,An unstrung oak longbow; I need a bowstring for this.,56,True,32.0,10000.0,80,48.0,Oak longbow (u).png,Oak longbow (u)
2334,How does it all fit in there?,9852,True,4.0,500.0,10,6.0,Oak magic wardrobe (flatpack).png,Oak magic wardrobe (flatpack)
2335,A plank of sturdy oak.,8778,True,100.0,13000.0,250,150.0,Oak plank.png,Oak plank
2336,Oak logs prepared with sacred oil for a funeral pyre.,3440,True,16.0,11000.0,40,24.0,Oak pyre logs.png,Oak pyre logs
2337,The roots of the Oak tree.,6043,True,1.0,11000.0,1,1.0,Oak roots.png,Oak roots
2338,This sapling is ready to be replanted in a tree patch.,5370,True,1.0,200.0,1,1.0,Oak sapling.png,Oak sapling
2339,How does it all fit in there?,8598,True,4.0,500.0,10,6.0,Oak shaving stand (flatpack).png,Oak shaving stand (flatpack)
2340,A solid oaken shield.,22251,True,32.0,125.0,80,48.0,Oak shield.png,Oak shield
2341,"A shortbow made out of oak, still effective.",843,False,40.0,18000.0,100,60.0,Oak shortbow.png,Oak shortbow
2342,An unstrung oak shortbow; I need a bowstring for this.,54,True,20.0,10000.0,50,30.0,Oak shortbow (u).png,Oak shortbow (u)
2343,An oak crossbow stock.,9442,True,10.0,10000.0,27,16.0,Oak stock.png,Oak stock
2344,How does it all fit in there?,9849,True,4.0,500.0,10,6.0,Oak toy box (flatpack).png,Oak toy box (flatpack)
2345,How does it all fit in there?,9862,True,4.0,500.0,10,6.0,Oak treasure chest (flatpack).png,Oak treasure chest (flatpack)
2346,How does it all fit in there?,8614,True,4.0,500.0,10,6.0,Oak wardrobe (flatpack).png,Oak wardrobe (flatpack)
2347,"A set containing an Obsidian helmet, platebody and platelegs.",21279,True,50400.0,5.0,126000,75600.0,Obsidian armour set.png,Obsidian armour set
2348,A cape of woven obsidian plates.,6568,True,24000.0,70.0,60000,36000.0,Obsidian cape.png,Obsidian cape
2349,A cape of woven obsidian plates.,20050,True,24000.0,70.0,60000,36000.0,Obsidian cape (r).png,Obsidian cape (r)
2350,Provides excellent protection.,21298,True,22528.0,70.0,56320,33792.0,Obsidian helmet.png,Obsidian helmet
2351,Provides excellent protection.,21301,True,33600.0,70.0,84000,50400.0,Obsidian platebody.png,Obsidian platebody
2352,Provides excellent protection.,21304,True,26800.0,70.0,67000,40200.0,Obsidian platelegs.png,Obsidian platelegs
2353,A smokey evil embodies this amulet.,12002,True,18000.0,8.0,45000,27000.0,Occult necklace.png,Occult necklace
2354,Use on an occult necklace to make it look fancier!,20065,True,2000.0,4.0,5000,3000.0,Occult ornament kit.png,Occult ornament kit
2355,A muddy yellow coloured pointed snail shell helmet.,3341,True,120.0,150.0,300,180.0,Ochre snelm (pointed).png,Ochre snelm (pointed)
2356,A muddy yellow snail shell helmet.,3331,True,120.0,150.0,300,180.0,Ochre snelm (round).png,Ochre snelm (round)
2357,A broken shield piece.,11928,True,12400.0,10000.0,31000,18600.0,Odium shard 1.png,Odium shard 1
2358,A broken shield piece.,11929,True,12400.0,10000.0,31000,18600.0,Odium shard 2.png,Odium shard 2
2359,A broken shield piece.,11930,True,12400.0,10000.0,31000,18600.0,Odium shard 3.png,Odium shard 3
2360,"An ancient, evil shield forged by Volcanic heat.",11926,True,18000.0,8.0,45000,27000.0,Odium ward.png,Odium ward
2361,A large ogre arrow with a bone tip.,2866,True,10.0,7000.0,25,15.0,Ogre arrow 5.png,Ogre arrow
2362,A wooden arrow shaft.,2864,True,1.0,7000.0,1,1.0,Ogre arrow shaft 5.png,Ogre arrow shaft
2363,A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).,4850,True,40.0,3000.0,100,60.0,Ogre coffin key.png,Ogre coffin key
2364,Not the genie sort.,4522,True,11.0,40.0,28,16.0,Oil lamp.png,Oil lamp
2365,An unlit oil lantern.,4537,True,50.0,40.0,125,75.0,Oil lantern.png,Oil lantern
2366,Add the glass to complete.,4540,True,36.0,10000.0,90,54.0,Oil lantern frame.png,Oil lantern frame
2367,Lost in time.,20029,True,1600.0,4.0,4000,2400.0,Old demon mask.png,Old demon mask
2368,This bond can be redeemed for membership.,13190,False,,100.0,2000000,,Old school bond.png,Old school bond
2369,1 dose of olive oil.,3428,True,5.0,10000.0,14,8.0,Olive oil(1).png,Olive oil(1)
2370,2 doses of olive oil.,3426,True,6.0,10000.0,17,10.0,Olive oil(2).png,Olive oil(2)
2371,3 doses of olive oil.,3424,True,8.0,10000.0,20,12.0,Olive oil(3).png,Olive oil(3)
2372,4 doses of olive oil.,3422,True,8.0,10000.0,22,13.0,Olive oil(4).png,Olive oil(4)
2373,A strong smelling onion.,1957,False,1.0,13000.0,3,1.0,Onion.png,Onion
2374,A mixture of chopped onions and tomatoes in a bowl.,1875,True,2.0,11000.0,5,3.0,Onion & tomato.png,Onion & tomato
2375,An onion seed - plant in an allotment.,5319,True,1.0,600.0,3,1.0,Onion seed 5.png,Onion seed
2376,There are 10 onions in this sack.,5458,True,1.0,600.0,1,1.0,Onions(10).png,Onions(10)
2377,This looks valuable.,6573,True,80000.0,11000.0,200000,120000.0,Onyx.png,Onyx
2378,I wonder if I can get this enchanted.,6581,True,80400.0,10000.0,201000,120600.0,Onyx amulet.png,Onyx amulet
2379,It needs a string so I can wear it.,6579,True,80400.0,10000.0,201000,120600.0,Onyx amulet (u).png,Onyx amulet (u)
2380,Onyx bolt tips.,9194,True,400.0,11000.0,1000,600.0,Onyx bolt tips 5.png,Onyx bolt tips
2381,Onyx tipped Runite crossbow bolts.,9342,True,5453.0,11000.0,13633,8179.0,Onyx bolts 5.png,Onyx bolts
2382,Enchanted Onyx tipped Runite Crossbow Bolts.,9245,True,6000.0,11000.0,15000,9000.0,Onyx bolts (e) 5.png,Onyx bolts (e)
2383,"Yep, this is most definitely valuable!",11130,True,80400.0,10000.0,201000,120600.0,Onyx bracelet.png,Onyx bracelet
2384,"Dragon crossbow bolts, tipped with onyx.",21973,True,5560.0,11000.0,13900,8340.0,Onyx dragon bolts 5.png,Onyx dragon bolts
2385,"Enchanted Dragon crossbow bolts, tipped with onyx.",21950,True,6320.0,11000.0,15800,9480.0,Onyx dragon bolts (e) 5.png,Onyx dragon bolts (e)
2386,I wonder if this is valuable.,6577,True,80400.0,10000.0,201000,120600.0,Onyx necklace.png,Onyx necklace
2387,A valuable ring.,6575,True,80400.0,10000.0,201000,120600.0,Onyx ring.png,Onyx ring
2388,A semi precious stone.,1609,True,40.0,13000.0,100,60.0,Opal.png,Opal
2389,I wonder if I can get this enchanted.,21108,True,360.0,10000.0,900,540.0,Opal amulet.png,Opal amulet
2390,It needs a string so I can wear it.,21099,True,360.0,10000.0,900,540.0,Opal amulet (u).png,Opal amulet (u)
2391,Opal bolt tips.,45,True,2.0,11000.0,7,4.0,Opal bolt tips 5.png,Opal bolt tips
2392,Opal tipped Bronze crossbow bolts.,879,True,2.0,11000.0,7,4.0,Opal bolts 5.png,Opal bolts
2393,Enchanted Opal tipped Bronze Crossbow Bolts.,9236,True,2.0,11000.0,7,4.0,Opal bolts (e) 5.png,Opal bolts (e)
2394,I wonder if this is valuable.,21117,True,460.0,10000.0,1150,690.0,Opal bracelet.png,Opal bracelet
2395,"Dragon crossbow bolts, tipped with opal.",21955,True,220.0,11000.0,550,330.0,Opal dragon bolts 5.png,Opal dragon bolts
2396,"Enchanted Dragon crossbow bolts, tipped with opal.",21932,True,232.0,11000.0,580,348.0,Opal dragon bolts (e) 5.png,Opal dragon bolts (e)
2397,A jungle specific slashing device.,6313,True,200.0,15.0,500,300.0,Opal machete.png,Opal machete
2398,I wonder if this is valuable.,21090,True,420.0,10000.0,1050,630.0,Opal necklace.png,Opal necklace
2399,A valuable ring.,21081,True,420.0,10000.0,1050,630.0,Opal ring.png,Opal ring
2400,How does it all fit in there?,8560,True,4.0,500.0,10,6.0,Opulent table (flatpack).png,Opulent table (flatpack)
2401,A fresh orange.,2108,True,1.0,13000.0,2,1.0,Orange.png,Orange
2402,Stylish!,7321,True,90.0,4.0,225,135.0,Orange boater.png,Orange boater
2403,A thick orange cape.,1031,False,12.0,150.0,32,19.0,Orange cape.png,Orange cape
2404,Fresh chunks of orange.,2110,True,1.0,13000.0,2,1.0,Orange chunks.png,Orange chunks
2405,A little bottle of orange dye.,1769,False,2.0,150.0,5,3.0,Orange dye.png,Orange dye
2406,A fairly plain feather.,10091,True,6.0,8000.0,15,9.0,Orange feather.png,Orange feather
2407,A posy of flowers.,2470,True,40.0,150.0,100,60.0,Orange flowers.png,Orange flowers
2408,Slightly slimy but kind of cute.,10146,True,40.0,125.0,100,60.0,Orange salamander.png,Orange salamander
2409,This sapling is ready to be replanted in a fruit tree patch.,5498,True,1.0,200.0,1,1.0,Orange sapling.png,Orange sapling
2410,Fresh orange slices.,2112,True,1.0,13000.0,2,1.0,Orange slices.png,Orange slices
2411,Plant in a plantpot of soil to grow a sapling.,5285,True,12.0,200.0,31,18.0,Orange tree seed 5.png,Orange tree seed
2412,A fruit basket filled with oranges.,5396,True,1.0,600.0,1,1.0,Oranges(5).png,Oranges(5)
2413,This handle can be applied to the granite maul.,24229,True,1.0,50.0,1,1.0,Ornate maul handle.png,Ornate maul handle
2414,Osman's trade report for Ali Morrisane.,26602,False,1.0,0.0,1,1.0,Osman's report.png,Osman's report
2415,A deadly sword created long ago.,26219,True,1.0,,1,1.0,Osmumten's fang.png,Osmumten's fang
2416,A teleport to the Ourania cave.,24951,True,1.0,10000.0,1,1.0,Ourania teleport (tablet).png,Ourania teleport (tablet)
2417,Ancient ogre bones from the ogre burial tomb.,4834,True,1.0,7500.0,1,1.0,Ourg bones.png,Ourg bones
2418,Maybe there are pearls inside?,407,True,80.0,11000.0,200,120.0,Oyster.png,Oyster
2419,I could work wonders with a chisel on this pearl.,411,True,44.0,11000.0,112,67.0,Oyster pearl.png,Oyster pearl
2420,I could work wonders with a chisel on these pearls.,413,True,560.0,11000.0,1400,840.0,Oyster pearls.png,Oyster pearls
2421,A teleport to Paddewwa.,12781,True,1.0,10000.0,1,1.0,Paddewwa teleport (tablet).png,Paddewwa teleport (tablet)
2422,This sapling is ready to be replanted in a fruit tree patch.,5502,True,1.0,200.0,1,1.0,Palm sapling.png,Palm sapling
2423,Plant in a plantpot of soil to grow a sapling.,5289,True,101.0,200.0,254,152.0,Palm tree seed 5.png,Palm tree seed
2424,"Alas, someone has slashed my pantaloons.",10396,True,800.0,4.0,2000,1200.0,Pantaloons.png,Pantaloons
2425,Looks delicious.,5972,True,25.0,11000.0,64,38.0,Papaya fruit.png,Papaya fruit
2426,This sapling is ready to be replanted in a fruit tree patch.,5501,True,1.0,200.0,1,1.0,Papaya sapling.png,Papaya sapling
2427,Plant in a plantpot of soil to grow a sapling.,5288,True,46.0,200.0,115,69.0,Papaya tree seed 5.png,Papaya tree seed
2428,Used for making notes.,970,True,4.0,13000.0,10,6.0,Papyrus.png,Papyrus
2429,I have the sudden urge to rob the bank...,12399,True,720.0,4.0,1800,1080.0,Partyhat & specs.png,Partyhat & specs
2430,"A set containing red, yellow, blue, purple, green and white partyhats.",13173,False,4.0,5.0,10,6.0,Partyhat set.png,Partyhat set
2431,Potentially pastry.,1953,False,1.0,13000.0,1,1.0,Pastry dough.png,Pastry dough
2432,A pat of freshly churned butter.,6697,True,1.0,11000.0,4,2.0,Pat of butter.png,Pat of butter
2433,"Life and death, old and new, day and night. Balance is the key to all.",20226,True,32.0,5.0,80,48.0,Peaceful blessing.png,Peaceful blessing
2434,Pearl bolt tips.,46,True,4.0,11000.0,12,7.0,Pearl bolt tips 5.png,Pearl bolt tips
2435,Pearl tipped Iron crossbow bolts.,880,True,5.0,11000.0,13,7.0,Pearl bolts 5.png,Pearl bolts
2436,Enchanted Pearl tipped Iron Crossbow Bolts.,9238,True,6.0,11000.0,15,9.0,Pearl bolts (e) 5.png,Pearl bolts (e)
2437,"Dragon crossbow bolts, tipped with pearl.",21959,True,260.0,11000.0,650,390.0,Pearl dragon bolts 5.png,Pearl dragon bolts
2438,"Enchanted Dragon crossbow bolts, tipped with pearl.",21936,True,272.0,11000.0,680,408.0,Pearl dragon bolts (e) 5.png,Pearl dragon bolts (e)
2439,A pair of upgraded ranger boots.,13237,True,30000.0,15.0,75000,45000.0,Pegasian boots.png,Pegasian boots
2440,A powerful crystal of flight.,13229,True,18000.0,15.0,45000,27000.0,Pegasian crystal.png,Pegasian crystal
2441,Thankfully this doesn't reset every week.,12428,True,480.0,4.0,1200,720.0,Penguin mask.png,Penguin mask
2442,Teleports you to Pest control.,12407,True,4.0,10000.0,10,6.0,Pest control teleport.png,Pest control teleport
2443,I can grind things for potions in this.,233,True,1.0,40.0,4,2.0,Pestle and mortar.png,Pestle and mortar
2444,This sceptre has no remaining charges.,26945,True,1.0,,1,1.0,Pharaoh's sceptre (uncharged).png,Pharaoh's sceptre (uncharged)
2445,"In case of emergency, wear necklace.",11090,True,1620.0,10000.0,4050,2430.0,Phoenix necklace.png,Phoenix necklace
2446,The remains of a deadly shade.,3398,True,1.0,7500.0,1,1.0,Phrin remains.png,Phrin remains
2447,Deceptively pie shaped.,2313,False,1.0,500.0,3,1.0,Pie dish.png,Pie dish
2448,Lots of pie recipes for me to try.,7162,True,2.0,15.0,5,3.0,Pie recipe book.png,Pie recipe book
2449,I need to find a filling for this pie.,2315,False,1.0,13000.0,4,2.0,Pie shell.png,Pie shell
2450,Some nicely cooked pike.,351,False,8.0,6000.0,20,12.0,Pike.png,Pike
2451,A little heap of salt.,4689,True,8.0,15.0,20,12.0,Pile of salt.png,Pile of salt
2452,It can be cut up into something more manageable with a knife.,2114,True,1.0,13000.0,2,1.0,Pineapple.png,Pineapple
2453,Fresh chunks of pineapple.,2116,True,1.0,13000.0,1,1.0,Pineapple chunks.png,Pineapple chunks
2454,A tropicana pizza.,2301,True,40.0,10000.0,100,60.0,Pineapple pizza.png,Pineapple pizza
2455,A fresh healthy fruit mix.,2048,True,12.0,2000.0,30,18.0,Pineapple punch.png,Pineapple punch
2456,Exotic fruit.,2118,True,1.0,13000.0,1,1.0,Pineapple ring.png,Pineapple ring
2457,This sapling is ready to be replanted in a fruit tree patch.,5500,True,1.0,200.0,1,1.0,Pineapple sapling.png,Pineapple sapling
2458,Plant in a plantpot of soil to grow a sapling.,5287,True,29.0,200.0,74,44.0,Pineapple seed 5.png,Pineapple seed
2459,Stylish!,12309,True,90.0,4.0,225,135.0,Pink boater.png,Pink boater
2460,"They're soft, silky and pink.",626,True,80.0,150.0,200,120.0,Pink boots.png,Pink boots
2461,It's a bit pink.,6959,True,1.0,150.0,1,1.0,Pink cape.png,Pink cape
2462,A well made elegant ladies' pink blouse.,12339,True,800.0,4.0,2000,1200.0,Pink elegant blouse.png,Pink elegant blouse
2463,A rather elegant pair of men's pink pantaloons.,12317,True,800.0,4.0,2000,1200.0,Pink elegant legs.png,Pink elegant legs
2464,A well made elegant men's pink shirt.,12315,True,800.0,4.0,2000,1200.0,Pink elegant shirt.png,Pink elegant shirt
2465,A rather elegant pink skirt.,12341,True,800.0,4.0,2000,1200.0,Pink elegant skirt.png,Pink elegant skirt
2466,A silly pink pointed hat.,656,True,64.0,150.0,160,96.0,Pink hat.png,Pink hat
2467,A minimalist's hat.,12305,True,16.0,4.0,40,24.0,Pink headband.png,Pink headband
2468,Made by Tree Gnomes with a thing for pink.,646,True,72.0,150.0,180,108.0,Pink robe bottoms.png,Pink robe bottoms
2469,"The ultimate in gnome design, now in pink!",636,True,72.0,150.0,180,108.0,Pink robe top.png,Pink robe top
2470,A ladies skirt.,1013,False,1.0,150.0,2,1.0,Pink skirt.png,Pink skirt
