examine,id,members,lowalch,limit,value,highalch,icon,name
Engarde!,12351,True,1400.0,4.0,3500,2100.0,Musketeer hat.png,Musketeer hat
One for all!,12443,True,748.0,4.0,1870,1122.0,Musketeer pants.png,Musketeer pants
 All for one!,12441,True,752.0,4.0,1880,1128.0,Musketeer tabard.png,Musketeer tabard
A swamp coloured pointed snail shell helmet.,3337,True,120.0,150.0,300,180.0,Myre snelm (pointed).png,Myre snelm (pointed)
A marshy coloured snail shell helmet.,3327,True,120.0,150.0,300,180.0,Myre snelm (round).png,Myre snelm (round)
It's a slightly magical stick.,1405,True,17000.0,18000.0,42500,25500.0,Mystic air staff.png,Mystic air staff
Magical boots.,4097,True,4000.0,125.0,10000,6000.0,Mystic boots.png,Mystic boots
Dark magical boots.,4107,True,4000.0,70.0,10000,6000.0,Mystic boots (dark).png,Mystic boots (dark)
Dusky magical boots.,23059,True,4000.0,70.0,10000,6000.0,Mystic boots (dusk).png,Mystic boots (dusk)
Bright magical boots.,4117,True,4000.0,70.0,10000,6000.0,Mystic boots (light).png,Mystic boots (light)
It's a slightly more magical stick.,20739,True,17000.0,8.0,42500,25500.0,Mystic dust staff.png,Mystic dust staff
It's a slightly magical stick.,1407,True,17000.0,18000.0,42500,25500.0,Mystic earth staff.png,Mystic earth staff
It's a slightly magical stick.,1401,True,17000.0,18000.0,42500,25500.0,Mystic fire staff.png,Mystic fire staff
Magical gloves.,4095,True,4000.0,125.0,10000,6000.0,Mystic gloves.png,Mystic gloves
Dark magical gloves.,4105,True,4000.0,70.0,10000,6000.0,Mystic gloves (dark).png,Mystic gloves (dark)
Dusky magical gloves.,23056,True,4000.0,70.0,10000,6000.0,Mystic gloves (dusk).png,Mystic gloves (dusk)
Bright magical gloves.,4115,True,4000.0,70.0,10000,6000.0,Mystic gloves (light).png,Mystic gloves (light)
A magical hat.,4089,True,6000.0,125.0,15000,9000.0,Mystic hat.png,Mystic hat
A dark magical hat.,4099,True,6000.0,70.0,15000,9000.0,Mystic hat (dark).png,Mystic hat (dark)
A dusky magical hat.,23047,True,6000.0,70.0,15000,9000.0,Mystic hat (dusk).png,Mystic hat (dusk)
A bright magical hat.,4109,True,6000.0,70.0,15000,9000.0,Mystic hat (light).png,Mystic hat (light)
It's a slightly magical stick.,3054,True,18000.0,8.0,45000,27000.0,Mystic lava staff.png,Mystic lava staff
It's a slightly more magical stick.,20733,True,17000.0,8.0,42500,25500.0,Mystic mist staff.png,Mystic mist staff
It's a slightly magical stick.,6563,True,18000.0,8.0,45000,27000.0,Mystic mud staff.png,Mystic mud staff
The lower half of a magical robe.,4093,True,32000.0,125.0,80000,48000.0,Mystic robe bottom.png,Mystic robe bottom
The lower half of a dark magical robe.,4103,True,32000.0,70.0,80000,48000.0,Mystic robe bottom (dark).png,Mystic robe bottom (dark)
The lower half of a dusky magical robe.,23053,True,32000.0,70.0,80000,48000.0,Mystic robe bottom (dusk).png,Mystic robe bottom (dusk)
The lower half of a bright magical robe.,4113,True,32000.0,70.0,80000,48000.0,Mystic robe bottom (light).png,Mystic robe bottom (light)
The upper half of a magical robe.,4091,True,48000.0,125.0,120000,72000.0,Mystic robe top.png,Mystic robe top
The upper half of a dark magical robe.,4101,True,48000.0,70.0,120000,72000.0,Mystic robe top (dark).png,Mystic robe top (dark)
The upper half of a dusky magical robe.,23050,True,48000.0,70.0,120000,72000.0,Mystic robe top (dusk).png,Mystic robe top (dusk)
The upper half of a bright magical robe.,4111,True,48000.0,70.0,120000,72000.0,Mystic robe top (light).png,Mystic robe top (light)
"A set containing blue mystic hat, robe top and bottom, gloves and boots.",23113,True,94000.0,70.0,235000,141000.0,Mystic set (blue).png,Mystic set (blue)
"A set containing dark mystic hat, robe top and bottom, gloves and boots.",23116,True,94000.0,70.0,235000,141000.0,Mystic set (dark).png,Mystic set (dark)
"A set containing dusk mystic hat, robe top and bottom, gloves and boots.",23119,True,94000.0,70.0,235000,141000.0,Mystic set (dusk).png,Mystic set (dusk)
"A set containing light mystic hat, robe top and bottom, gloves and boots.",23110,True,94000.0,70.0,235000,141000.0,Mystic set (light).png,Mystic set (light)
It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,12000,True,17000.0,8.0,42500,25500.0,Mystic smoke staff.png,Mystic smoke staff
It's a slightly magical stick.,11789,True,18000.0,8.0,45000,27000.0,Mystic steam staff.png,Mystic steam staff
It's a slightly magical stick.,1403,True,17000.0,18000.0,42500,25500.0,Mystic water staff.png,Mystic water staff
The claws from a nail beast.,10937,True,120.0,11000.0,300,180.0,Nail beast nails.png,Nail beast nails
Teleports you to Nardah.,12402,True,4.0,10000.0,10,6.0,Nardah teleport.png,Nardah teleport
A nasturtium seed - plant in a flower patch.,5098,True,4.0,200.0,11,6.0,Nasturtium seed 5.png,Nasturtium seed
A bunch of nasturtiums.,6012,True,1.0,600.0,4,2.0,Nasturtiums.png,Nasturtiums
Nature impling in a jar.,11250,True,20.0,18000.0,50,30.0,Nature impling jar.png,Nature impling jar
Used for alchemy spells.,561,False,72.0,12000.0,180,108.0,Nature rune.png,Nature rune
A mysterious power emanates from the talisman...,1462,True,1.0,11000.0,4,2.0,Nature talisman.png,Nature talisman
A tiara infused with the properties of nature.,5541,True,40.0,40.0,100,60.0,Nature tiara.png,Nature tiara
All for one and one for all!,12325,True,80.0,4.0,200,120.0,Navy cavalier.png,Navy cavalier
Used to make gold necklaces.,1597,False,2.0,40.0,5,3.0,Necklace mould.png,Necklace mould
A deep sense of anguish burns within this powerful necklace.,19547,True,80800.0,8.0,202000,121200.0,Necklace of anguish.png,Necklace of anguish
Can grant me prayer in an emergency.,21157,True,570.0,10000.0,1425,855.0,Necklace of faith.png,Necklace of faith
This necklace can really take you places.,21146,True,510.0,10000.0,1275,765.0,Necklace of passage.png,Necklace of passage(5)
Used with a thread to make clothes.,1733,False,1.0,40.0,1,1.0,Needle.png,Needle
A wooden shield with a rope rim.,10826,True,200.0,70.0,500,300.0,Neitiznot shield.png,Neitiznot shield
You can plant this in your garden.,8439,True,4000.0,10000.0,10000,6000.0,Nice hedge (bagged).png,Nice hedge (bagged)
An ancient staff corrupted by darkness.,24422,True,1.0,8.0,1,1.0,Nightmare staff.png,Nightmare staff
Dust from a crushed magical shard.,26368,True,200.0,,500,300.0,Nihil dust.png,Nihil dust
The horn of a proud nihil.,26372,True,60000.0,,150000,90000.0,Nihil horn.png,Nihil horn
An ancient magical shard.,26231,True,200.0,,500,300.0,Nihil shard.png,Nihil shard
Ninja impling in a jar.,11254,True,20.0,18000.0,50,30.0,Ninja impling jar.png,Ninja impling jar
A noose on a stick.,10150,True,1.0,40.0,4,2.0,Noose wand.png,Noose wand
Protects me from any bad smells.,4168,True,80.0,70.0,200,120.0,Nose peg.png,Nose peg
A form of currency on Fossil Island.,21555,True,4.0,30000.0,10,6.0,Numulite 5.png,Numulite
"A pair of Nunchaku, smells of pizza.",19918,True,2400.0,8.0,6000,3600.0,Nunchaku.png,Nunchaku
How does it all fit in there?,8504,True,4.0,500.0,10,6.0,Oak armchair (flatpack).png,Oak armchair (flatpack)
How does it all fit in there?,9859,True,4.0,500.0,10,6.0,Oak armour case (flatpack).png,Oak armour case (flatpack)
How does it all fit in there?,8578,True,4.0,500.0,10,6.0,Oak bed (flatpack).png,Oak bed (flatpack)
How does it all fit in there?,8564,True,4.0,500.0,10,6.0,Oak bench (flatpack).png,Oak bench (flatpack)
Feed and catch the birds by placing this in the right spot.,21515,True,2.0,250.0,5,3.0,Oak bird house.png,Oak bird house
A defensive blackjack.,6410,True,160.0,125.0,400,240.0,Oak blackjack(d).png,Oak blackjack(d)
An offensive blackjack.,6408,True,160.0,125.0,400,240.0,Oak blackjack(o).png,Oak blackjack(o)
How does it all fit in there?,8512,True,4.0,500.0,10,6.0,Oak bookcase (flatpack).png,Oak bookcase (flatpack)
How does it all fit in there?,9843,True,4.0,500.0,10,6.0,Oak cape rack (flatpack).png,Oak cape rack (flatpack)
How does it all fit in there?,8502,True,4.0,500.0,10,6.0,Oak chair (flatpack).png,Oak chair (flatpack)
How does it all fit in there?,8590,True,4.0,500.0,10,6.0,Oak clock (flatpack).png,Oak clock (flatpack)
How does it all fit in there?,8550,True,4.0,500.0,10,6.0,Oak dining table (flatpack).png,Oak dining table (flatpack)
How does it all fit in there?,8612,True,4.0,500.0,10,6.0,Oak drawers (flatpack).png,Oak drawers (flatpack)
How does it all fit in there?,8600,True,4.0,500.0,10,6.0,Oak dresser (flatpack).png,Oak dresser (flatpack)
Oak fancy dress box.,9865,True,4.0,500.0,10,6.0,Oak fancy dress box (flatpack).png,Oak fancy dress box (flatpack)
How does it all fit in there?,8530,True,4.0,500.0,10,6.0,Oak kitchen table (flatpack).png,Oak kitchen table (flatpack)
Logs cut from an oak tree.,1521,False,8.0,15000.0,20,12.0,Oak logs.png,Oak logs
A nice sturdy bow made out of oak.,845,False,64.0,18000.0,160,96.0,Oak longbow.png,Oak longbow
An unstrung oak longbow; I need a bowstring for this.,56,True,32.0,10000.0,80,48.0,Oak longbow (u).png,Oak longbow (u)
How does it all fit in there?,9852,True,4.0,500.0,10,6.0,Oak magic wardrobe (flatpack).png,Oak magic wardrobe (flatpack)
A plank of sturdy oak.,8778,True,100.0,13000.0,250,150.0,Oak plank.png,Oak plank
Oak logs prepared with sacred oil for a funeral pyre.,3440,True,16.0,11000.0,40,24.0,Oak pyre logs.png,Oak pyre logs
The roots of the Oak tree.,6043,True,1.0,11000.0,1,1.0,Oak roots.png,Oak roots
This sapling is ready to be replanted in a tree patch.,5370,True,1.0,200.0,1,1.0,Oak sapling.png,Oak sapling
How does it all fit in there?,8598,True,4.0,500.0,10,6.0,Oak shaving stand (flatpack).png,Oak shaving stand (flatpack)
A solid oaken shield.,22251,True,32.0,125.0,80,48.0,Oak shield.png,Oak shield
"A shortbow made out of oak, still effective.",843,False,40.0,18000.0,100,60.0,Oak shortbow.png,Oak shortbow
An unstrung oak shortbow; I need a bowstring for this.,54,True,20.0,10000.0,50,30.0,Oak shortbow (u).png,Oak shortbow (u)
An oak crossbow stock.,9442,True,10.0,10000.0,27,16.0,Oak stock.png,Oak stock
How does it all fit in there?,9849,True,4.0,500.0,10,6.0,Oak toy box (flatpack).png,Oak toy box (flatpack)
How does it all fit in there?,9862,True,4.0,500.0,10,6.0,Oak treasure chest (flatpack).png,Oak treasure chest (flatpack)
How does it all fit in there?,8614,True,4.0,500.0,10,6.0,Oak wardrobe (flatpack).png,Oak wardrobe (flatpack)
"A set containing an Obsidian helmet, platebody and platelegs.",21279,True,50400.0,5.0,126000,75600.0,Obsidian armour set.png,Obsidian armour set
A cape of woven obsidian plates.,6568,True,24000.0,70.0,60000,36000.0,Obsidian cape.png,Obsidian cape
A cape of woven obsidian plates.,20050,True,24000.0,70.0,60000,36000.0,Obsidian cape (r).png,Obsidian cape (r)
Provides excellent protection.,21298,True,22528.0,70.0,56320,33792.0,Obsidian helmet.png,Obsidian helmet
Provides excellent protection.,21301,True,33600.0,70.0,84000,50400.0,Obsidian platebody.png,Obsidian platebody
Provides excellent protection.,21304,True,26800.0,70.0,67000,40200.0,Obsidian platelegs.png,Obsidian platelegs
A smokey evil embodies this amulet.,12002,True,18000.0,8.0,45000,27000.0,Occult necklace.png,Occult necklace
Use on an occult necklace to make it look fancier!,20065,True,2000.0,4.0,5000,3000.0,Occult ornament kit.png,Occult ornament kit
A muddy yellow coloured pointed snail shell helmet.,3341,True,120.0,150.0,300,180.0,Ochre snelm (pointed).png,Ochre snelm (pointed)
A muddy yellow snail shell helmet.,3331,True,120.0,150.0,300,180.0,Ochre snelm (round).png,Ochre snelm (round)
A broken shield piece.,11928,True,12400.0,10000.0,31000,18600.0,Odium shard 1.png,Odium shard 1
A broken shield piece.,11929,True,12400.0,10000.0,31000,18600.0,Odium shard 2.png,Odium shard 2
A broken shield piece.,11930,True,12400.0,10000.0,31000,18600.0,Odium shard 3.png,Odium shard 3
"An ancient, evil shield forged by Volcanic heat.",11926,True,18000.0,8.0,45000,27000.0,Odium ward.png,Odium ward
A large ogre arrow with a bone tip.,2866,True,10.0,7000.0,25,15.0,Ogre arrow 5.png,Ogre arrow
A wooden arrow shaft.,2864,True,1.0,7000.0,1,1.0,Ogre arrow shaft 5.png,Ogre arrow shaft
A key which opens coffins!,4850,True,40.0,3000.0,100,60.0,Ogre coffin key.png,Ogre coffin key
Not the genie sort.,4522,True,11.0,40.0,28,16.0,Oil lamp.png,Oil lamp
An unlit oil lantern.,4537,True,50.0,40.0,125,75.0,Oil lantern.png,Oil lantern
Add the glass to complete.,4540,True,36.0,10000.0,90,54.0,Oil lantern frame.png,Oil lantern frame
Lost in time.,20029,True,1600.0,4.0,4000,2400.0,Old demon mask.png,Old demon mask
This bond can be redeemed for membership.,13190,False,,100.0,2000000,,Old school bond.png,Old school bond
1 dose of olive oil.,3428,True,5.0,10000.0,14,8.0,Olive oil(1).png,Olive oil(1)
2 doses of olive oil.,3426,True,6.0,10000.0,17,10.0,Olive oil(2).png,Olive oil(2)
3 doses of olive oil.,3424,True,8.0,10000.0,20,12.0,Olive oil(3).png,Olive oil(3)
4 doses of olive oil.,3422,True,8.0,10000.0,22,13.0,Olive oil(4).png,Olive oil(4)
A strong smelling onion.,1957,False,1.0,13000.0,3,1.0,Onion.png,Onion
A mixture of chopped onions and tomatoes in a bowl.,1875,True,2.0,11000.0,5,3.0,Onion & tomato.png,Onion & tomato
An onion seed - plant in an allotment.,5319,True,1.0,600.0,3,1.0,Onion seed 5.png,Onion seed
There are 10 onions in this sack.,5458,True,1.0,600.0,1,1.0,Onions(10).png,Onions(10)
This looks valuable.,6573,True,80000.0,11000.0,200000,120000.0,Onyx.png,Onyx
I wonder if I can get this enchanted.,6581,True,80400.0,10000.0,201000,120600.0,Onyx amulet.png,Onyx amulet
It needs a string so I can wear it.,6579,True,80400.0,10000.0,201000,120600.0,Onyx amulet (u).png,Onyx amulet (u)
Onyx bolt tips.,9194,True,400.0,11000.0,1000,600.0,Onyx bolt tips 5.png,Onyx bolt tips
Onyx tipped Runite crossbow bolts.,9342,True,5453.0,11000.0,13633,8179.0,Onyx bolts 5.png,Onyx bolts
Enchanted Onyx tipped Runite Crossbow Bolts.,9245,True,6000.0,11000.0,15000,9000.0,Onyx bolts (e) 5.png,Onyx bolts (e)
"Yep, this is most definitely valuable!",11130,True,80400.0,10000.0,201000,120600.0,Onyx bracelet.png,Onyx bracelet
"Dragon crossbow bolts, tipped with onyx.",21973,True,5560.0,11000.0,13900,8340.0,Onyx dragon bolts 5.png,Onyx dragon bolts
"Enchanted Dragon crossbow bolts, tipped with onyx.",21950,True,6320.0,11000.0,15800,9480.0,Onyx dragon bolts (e) 5.png,Onyx dragon bolts (e)
I wonder if this is valuable.,6577,True,80400.0,10000.0,201000,120600.0,Onyx necklace.png,Onyx necklace
A valuable ring.,6575,True,80400.0,10000.0,201000,120600.0,Onyx ring.png,Onyx ring
A semi precious stone.,1609,True,40.0,13000.0,100,60.0,Opal.png,Opal
I wonder if I can get this enchanted.,21108,True,360.0,10000.0,900,540.0,Opal amulet.png,Opal amulet
It needs a string so I can wear it.,21099,True,360.0,10000.0,900,540.0,Opal amulet (u).png,Opal amulet (u)
Opal bolt tips.,45,True,2.0,11000.0,7,4.0,Opal bolt tips 5.png,Opal bolt tips
Opal tipped Bronze crossbow bolts.,879,True,2.0,11000.0,7,4.0,Opal bolts 5.png,Opal bolts
Enchanted Opal tipped Bronze Crossbow Bolts.,9236,True,2.0,11000.0,7,4.0,Opal bolts (e) 5.png,Opal bolts (e)
I wonder if this is valuable.,21117,True,460.0,10000.0,1150,690.0,Opal bracelet.png,Opal bracelet
"Dragon crossbow bolts, tipped with opal.",21955,True,220.0,11000.0,550,330.0,Opal dragon bolts 5.png,Opal dragon bolts
"Enchanted Dragon crossbow bolts, tipped with opal.",21932,True,232.0,11000.0,580,348.0,Opal dragon bolts (e) 5.png,Opal dragon bolts (e)
A jungle specific slashing device.,6313,True,200.0,15.0,500,300.0,Opal machete.png,Opal machete
I wonder if this is valuable.,21090,True,420.0,10000.0,1050,630.0,Opal necklace.png,Opal necklace
A valuable ring.,21081,True,420.0,10000.0,1050,630.0,Opal ring.png,Opal ring
How does it all fit in there?,8560,True,4.0,500.0,10,6.0,Opulent table (flatpack).png,Opulent table (flatpack)
A fresh orange.,2108,True,1.0,13000.0,2,1.0,Orange.png,Orange
Stylish!,7321,True,90.0,4.0,225,135.0,Orange boater.png,Orange boater
A thick orange cape.,1031,False,12.0,150.0,32,19.0,Orange cape.png,Orange cape
Fresh chunks of orange.,2110,True,1.0,13000.0,2,1.0,Orange chunks.png,Orange chunks
A little bottle of orange dye.,1769,False,2.0,150.0,5,3.0,Orange dye.png,Orange dye
A fairly plain feather.,10091,True,6.0,8000.0,15,9.0,Orange feather.png,Orange feather
A posy of flowers.,2470,True,40.0,150.0,100,60.0,Orange flowers.png,Orange flowers
Slightly slimy but kind of cute.,10146,True,40.0,125.0,100,60.0,Orange salamander.png,Orange salamander
This sapling is ready to be replanted in a fruit tree patch.,5498,True,1.0,200.0,1,1.0,Orange sapling.png,Orange sapling
Fresh orange slices.,2112,True,1.0,13000.0,2,1.0,Orange slices.png,Orange slices
Plant in a plantpot of soil to grow a sapling.,5285,True,12.0,200.0,31,18.0,Orange tree seed 5.png,Orange tree seed
A fruit basket filled with oranges.,5396,True,1.0,600.0,1,1.0,Oranges(5).png,Oranges(5)
This handle can be applied to the granite maul.,24229,True,1.0,50.0,1,1.0,Ornate maul handle.png,Ornate maul handle
A teleport to the Ourania cave.,24951,True,1.0,10000.0,1,1.0,Ourania teleport (tablet).png,Ourania teleport (tablet)
Ancient ogre bones from the ogre burial tomb.,4834,True,1.0,7500.0,1,1.0,Ourg bones.png,Ourg bones
Maybe there are pearls inside?,407,True,80.0,11000.0,200,120.0,Oyster.png,Oyster
I could work wonders with a chisel on this pearl.,411,True,44.0,11000.0,112,67.0,Oyster pearl.png,Oyster pearl
I could work wonders with a chisel on these pearls.,413,True,560.0,11000.0,1400,840.0,Oyster pearls.png,Oyster pearls
A teleport to Paddewwa.,12781,True,1.0,10000.0,1,1.0,Paddewwa teleport (tablet).png,Paddewwa teleport (tablet)
This sapling is ready to be replanted in a fruit tree patch.,5502,True,1.0,200.0,1,1.0,Palm sapling.png,Palm sapling
Plant in a plantpot of soil to grow a sapling.,5289,True,101.0,200.0,254,152.0,Palm tree seed 5.png,Palm tree seed
"Alas, someone has slashed my pantaloons.",10396,True,800.0,4.0,2000,1200.0,Pantaloons.png,Pantaloons
Looks delicious.,5972,True,25.0,11000.0,64,38.0,Papaya fruit.png,Papaya fruit
This sapling is ready to be replanted in a fruit tree patch.,5501,True,1.0,200.0,1,1.0,Papaya sapling.png,Papaya sapling
Plant in a plantpot of soil to grow a sapling.,5288,True,46.0,200.0,115,69.0,Papaya tree seed 5.png,Papaya tree seed
Used for making notes.,970,True,4.0,13000.0,10,6.0,Papyrus.png,Papyrus
I have the sudden urge to rob the bank...,12399,True,720.0,4.0,1800,1080.0,Partyhat & specs.png,Partyhat & specs
"A set containing red, yellow, blue, purple, green and white partyhats.",13173,False,4.0,5.0,10,6.0,Partyhat set.png,Partyhat set
Potentially pastry.,1953,False,1.0,13000.0,1,1.0,Pastry dough.png,Pastry dough
A pat of freshly churned butter.,6697,True,1.0,11000.0,4,2.0,Pat of butter.png,Pat of butter
"Life and death, old and new, day and night. Balance is the key to all.",20226,True,32.0,5.0,80,48.0,Peaceful blessing.png,Peaceful blessing
Pearl bolt tips.,46,True,4.0,11000.0,12,7.0,Pearl bolt tips 5.png,Pearl bolt tips
Pearl tipped Iron crossbow bolts.,880,True,5.0,11000.0,13,7.0,Pearl bolts 5.png,Pearl bolts
Enchanted Pearl tipped Iron Crossbow Bolts.,9238,True,6.0,11000.0,15,9.0,Pearl bolts (e) 5.png,Pearl bolts (e)
"Dragon crossbow bolts, tipped with pearl.",21959,True,260.0,11000.0,650,390.0,Pearl dragon bolts 5.png,Pearl dragon bolts
"Enchanted Dragon crossbow bolts, tipped with pearl.",21936,True,272.0,11000.0,680,408.0,Pearl dragon bolts (e) 5.png,Pearl dragon bolts (e)
A pair of upgraded ranger boots.,13237,True,30000.0,15.0,75000,45000.0,Pegasian boots.png,Pegasian boots
A powerful crystal of flight.,13229,True,18000.0,15.0,45000,27000.0,Pegasian crystal.png,Pegasian crystal
Thankfully this doesn't reset every week.,12428,True,480.0,4.0,1200,720.0,Penguin mask.png,Penguin mask
Teleports you to Pest control.,12407,True,4.0,10000.0,10,6.0,Pest control teleport.png,Pest control teleport
I can grind things for potions in this.,233,True,1.0,40.0,4,2.0,Pestle and mortar.png,Pestle and mortar
This sceptre has no remaining charges.,9050,True,33333.0,10000.0,83334,50000.0,Pharaoh's sceptre.png,Pharaoh's sceptre
This sceptre is fully charged.,9044,True,33333.0,50.0,83334,50000.0,Pharaoh's sceptre (3).png,Pharaoh's sceptre (3)
"In case of emergency, wear necklace.",11090,True,1620.0,10000.0,4050,2430.0,Phoenix necklace.png,Phoenix necklace
The remains of a deadly shade.,3398,True,1.0,7500.0,1,1.0,Phrin remains.png,Phrin remains
Deceptively pie shaped.,2313,False,1.0,500.0,3,1.0,Pie dish.png,Pie dish
Lots of pie recipes for me to try.,7162,True,2.0,15.0,5,3.0,Pie recipe book.png,Pie recipe book
I need to find a filling for this pie.,2315,False,1.0,13000.0,4,2.0,Pie shell.png,Pie shell
Some nicely cooked pike.,351,False,8.0,6000.0,20,12.0,Pike.png,Pike
A little heap of salt.,4689,True,8.0,15.0,20,12.0,Pile of salt.png,Pile of salt
It can be cut up into something more manageable with a knife.,2114,True,1.0,13000.0,2,1.0,Pineapple.png,Pineapple
Fresh chunks of pineapple.,2116,True,1.0,13000.0,1,1.0,Pineapple chunks.png,Pineapple chunks
A tropicana pizza.,2301,True,40.0,10000.0,100,60.0,Pineapple pizza.png,Pineapple pizza
A fresh healthy fruit mix.,2048,True,12.0,2000.0,30,18.0,Pineapple punch.png,Pineapple punch
Exotic fruit.,2118,True,1.0,13000.0,1,1.0,Pineapple ring.png,Pineapple ring
This sapling is ready to be replanted in a fruit tree patch.,5500,True,1.0,200.0,1,1.0,Pineapple sapling.png,Pineapple sapling
Plant in a plantpot of soil to grow a sapling.,5287,True,29.0,200.0,74,44.0,Pineapple seed 5.png,Pineapple seed
Stylish!,12309,True,90.0,4.0,225,135.0,Pink boater.png,Pink boater
"They're soft, silky and pink.",626,True,80.0,150.0,200,120.0,Pink boots.png,Pink boots
It's a bit pink.,6959,True,1.0,150.0,1,1.0,Pink cape.png,Pink cape
A well made elegant ladies' pink blouse.,12339,True,800.0,4.0,2000,1200.0,Pink elegant blouse.png,Pink elegant blouse
A rather elegant pair of men's pink pantaloons.,12317,True,800.0,4.0,2000,1200.0,Pink elegant legs.png,Pink elegant legs
A well made elegant men's pink shirt.,12315,True,800.0,4.0,2000,1200.0,Pink elegant shirt.png,Pink elegant shirt
A rather elegant pink skirt.,12341,True,800.0,4.0,2000,1200.0,Pink elegant skirt.png,Pink elegant skirt
A silly pink pointed hat.,656,True,64.0,150.0,160,96.0,Pink hat.png,Pink hat
A minimalist's hat.,12305,True,16.0,4.0,40,24.0,Pink headband.png,Pink headband
Made by Tree Gnomes with a thing for pink.,646,True,72.0,150.0,180,108.0,Pink robe bottoms.png,Pink robe bottoms
"The ultimate in gnome design, now in pink!",636,True,72.0,150.0,180,108.0,Pink robe top.png,Pink robe top
A ladies skirt.,1013,False,1.0,150.0,2,1.0,Pink skirt.png,Pink skirt
Essential pirate wear.,7130,True,40.0,150.0,100,60.0,Pirate bandana (blue).png,Pirate bandana (blue)
Essential pirate wear.,7136,True,40.0,150.0,100,60.0,Pirate bandana (brown).png,Pirate bandana (brown)
Essential pirate wear.,7124,True,40.0,150.0,100,60.0,Pirate bandana (red).png,Pirate bandana (red)
Essential pirate wear.,7112,True,40.0,150.0,100,60.0,Pirate bandana (white).png,Pirate bandana (white)
Not for land lubbers.,7114,True,140.0,150.0,350,210.0,Pirate boots.png,Pirate boots
All I need now is a parrot.,12412,True,1200.0,150.0,3000,1800.0,Pirate hat & patch.png,Pirate hat & patch
A sea worthy pair of trousers.,7116,True,140.0,150.0,350,210.0,Pirate leggings (beige).png,Pirate leggings (beige)
A sea worthy pair of trousers.,7132,True,140.0,150.0,350,210.0,Pirate leggings (blue).png,Pirate leggings (blue)
A sea worthy pair of trousers.,7138,True,140.0,150.0,350,210.0,Pirate leggings (brown).png,Pirate leggings (brown)
A sea worthy pair of trousers.,7126,True,140.0,150.0,350,210.0,Pirate leggings (red).png,Pirate leggings (red)
Shiver me timbers!,2651,True,72.0,4.0,180,108.0,Pirate's hat.png,Pirate's hat
You should see the shark...,2997,True,35.0,4.0,89,53.0,Pirate's hook.png,Pirate's hook
A stained glass banner displaying the sigil of house Piscarilius.,20260,True,28.0,4.0,70,42.0,Piscarilius banner.png,Piscarilius banner
A rare hood from Piscarilius.,20122,True,1.0,4.0,1,1.0,Piscarilius hood.png,Piscarilius hood
A blue scarf adorned with a sea shell.,19952,True,4000.0,4.0,10000,6000.0,Piscarilius scarf.png,Piscarilius scarf
Teleports you to Piscatoris.,12408,True,4.0,10000.0,10,6.0,Piscatoris teleport.png,Piscatoris teleport
Official explorer headgear!,12516,True,344.0,4.0,860,516.0,Pith helmet.png,Pith helmet
Nicely baked pitta bread. Needs more ingredients to make a kebab.,1865,True,4.0,11000.0,10,6.0,Pitta bread.png,Pitta bread
I need to add some tomato next.,2283,False,1.0,11000.0,4,2.0,Pizza base.png,Pizza base
A cheese and tomato pizza.,2289,False,16.0,10000.0,40,24.0,Plain pizza.png,Plain pizza
A plank of wood!,960,False,1.0,13000.0,1,1.0,Plank.png,Plank
Use this on plants to cure disease.,6036,True,16.0,2000.0,40,24.0,Plant cure.png,Plant cure
This stuff looks nasty.,273,False,1.0,15.0,1,1.0,Poison (item).png,Poison (item)
A cup of a strange brew...,197,True,8.0,2000.0,20,12.0,Poison chalice.png,Poison chalice
"They look sweet and juicy, but only a fool would eat them.",6018,True,26.0,11000.0,65,39.0,Poison ivy berries.png,Poison ivy berries
A poison ivy bush seed - plant in a bush patch.,5106,True,66.0,200.0,166,99.0,Poison ivy seed 5.png,Poison ivy seed
These should make me harder to spot in polar areas.,10067,True,8.0,150.0,20,12.0,Polar camo legs.png,Polar camo legs
This should make me harder to spot in polar areas.,10065,True,8.0,150.0,20,12.0,Polar camo top.png,Polar camo top
A thick fur for a cold climate.,10117,True,4.0,100.0,10,6.0,Polar kebbit fur.png,Polar kebbit fur
Shiny!,10496,True,1.0,15.0,1,1.0,Polished buttons.png,Polished buttons
This pot is empty.,1931,False,1.0,13000.0,1,1.0,Pot.png,Pot
This should fit on a normal-sized pot.,4440,True,6.0,15.0,15,9.0,Pot lid.png,Pot lid
It's cornflour in a pot.,7468,True,4.0,15.0,10,6.0,Pot of cornflour.png,Pot of cornflour
Fresh cream.,2130,True,1.0,13000.0,2,1.0,Pot of cream.png,Pot of cream
There is flour in this pot.,1933,False,4.0,13000.0,10,6.0,Pot of flour.png,Pot of flour
This could be used to make a good stew.,1942,False,1.0,13000.0,1,1.0,Potato.png,Potato
How am I supposed to eat that?!,3138,True,1.0,11000.0,1,1.0,Potato cactus.png,Potato cactus
A Potato cactus seed - plant in a cactus patch.,22873,True,56.0,200.0,140,84.0,Potato cactus seed 5.png,Potato cactus seed
A potato seed - plant in an allotment.,5318,True,1.0,600.0,2,1.0,Potato seed 5.png,Potato seed
A baked potato with butter.,6703,True,3.0,13000.0,8,4.0,Potato with butter.png,Potato with butter
A baked potato with butter and cheese.,6705,True,3.0,13000.0,8,4.0,Potato with cheese.png,Potato with cheese
